"","datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
"79","2026-05-04 06:00:00",733,198,634,99,408.51,"1b","1b","1b","1b","1b"
"80","2026-05-04 07:00:00",549,149,474,74,403.55,"1b","1b","1b","1b","1b"
"81","2026-05-04 08:00:00",540,170,455,85,403.6,"1b","1b","1b","1b","1b"
"82","2026-05-04 09:00:00",711,195,614,98,398.59,"1b","1b","1b","1b","1b"
"83","2026-05-04 10:00:00",537,176,449,88,398.12,"1b","1b","1b","1b","1b"
"84","2026-05-04 11:00:00",838,192,742,96,393.54,"1b","1b","1b","1b","1b"
"85","2026-05-04 12:00:00",751,242,630,121,396.56,"1b","1b","1b","1b","1b"
"86","2026-05-04 13:00:00",1120,243,999,122,387.35,"1b","1b","1b","1b","1b"
"87","2026-05-04 14:00:00",1088,245,966,122,391.5,"1b","1b","1b","1b","1b"
"88","2026-05-04 15:00:00",1522,358,1343,179,387.53,"1b","1b","1b","1b","1b"
"89","2026-05-04 16:00:00",1706,459,1476,230,391.33,"1b","1b","1b","1b","1b"
"90","2026-05-04 17:00:00",1552,370,1367,185,388.64,"1b","1b","1b","1b","1b"
"91","2026-05-04 18:00:00",1475,333,1308,166,400.16,"1b","1b","1b","1b","1b"
"92","2026-05-04 19:00:00",1561,352,1385,176,393.92,"1b","1b","1b","1b","1b"
"93","2026-05-04 20:00:00",1834,413,1628,206,404.16,"1b","1b","1b","1b","1b"
"94","2026-05-04 21:00:00",2443,738,2074,369,409.52,"1b","1b","1b","1b","1b"
"95","2026-05-04 22:00:00",3250,903,2799,452,423.83,"1b","1b","1b","1b","1b"
"96","2026-05-04 23:00:00",2906,880,2466,440,429.28,"1b","1b","1b","1b","1b"
"97","2026-05-05 00:00:00",1347,385,1155,192,425.54,"1b","1b","1b","1b","1b"
"98","2026-05-05 01:00:00",1293,288,1149,144,415.89,"1b","1b","1b","1b","1b"
"99","2026-05-05 02:00:00",731,174,644,87,418.58,"1b","1b","1b","1b","1b"
"100","2026-05-05 03:00:00",749,199,650,100,410.16,"1b","1b","1b","1b","1b"
"101","2026-05-05 04:00:00",925,295,777,148,416.31,"1b","1b","1b","1b","1b"
"102","2026-05-05 05:00:00",1034,426,821,213,411.05,"1b","1b","1b","1b","1b"
"103","2026-05-05 06:00:00",1020,392,824,196,412.21,"1b","1b","1b","1b","1b"
"104","2026-05-05 07:00:00",857,322,696,161,408.55,"1b","1b","1b","1b","1b"
"105","2026-05-05 08:00:00",609,222,498,111,409.46,"1b","1b","1b","1b","1b"
"106","2026-05-05 09:00:00",1658,331,1493,166,399.03,"1b","1b","1b","1b","1b"
"107","2026-05-05 10:00:00",4964,670,4629,335,396.83,"1b","1b","1b","1b","1b"
"108","2026-05-05 11:00:00",2135,341,1964,170,402.55,"1b","1b","1b","1b","1b"
"109","2026-05-05 12:00:00",1204,236,1086,118,410.68,"1b","1b","1b","1b","1b"
"110","2026-05-05 13:00:00",910,238,791,119,396.92,"1b","1b","1b","1b","1b"
"111","2026-05-05 14:00:00",955,228,841,114,392.44,"1b","1b","1b","1b","1b"
"112","2026-05-05 15:00:00",1017,262,886,131,390.65,"1b","1b","1b","1b","1b"
"113","2026-05-05 16:00:00",862,258,733,129,392.27,"1b","1b","1b","1b","1b"
"114","2026-05-05 17:00:00",1217,349,1043,174,397.19,"1b","1b","1b","1b","1b"
"115","2026-05-05 18:00:00",1084,313,927,156,400.57,"1b","1b","1b","1b","1b"
"116","2026-05-05 19:00:00",1143,300,993,150,394.01,"1b","1b","1b","1b","1b"
"117","2026-05-05 20:00:00",1092,353,916,176,400.14,"1b","1b","1b","1b","1b"
"118","2026-05-05 21:00:00",729,214,622,107,398.05,"1b","1b","1b","1b","1b"
"119","2026-05-05 22:00:00",456,139,387,70,398.79,"1b","1b","1b","1b","1b"
"120","2026-05-05 23:00:00",567,137,498,68,394.97,"1b","1b","1b","1b","1b"
"121","2026-05-06 00:00:00",405,123,344,62,399.64,"1b","1b","1b","1b","1b"
"122","2026-05-06 01:00:00",304,111,249,56,396.25,"1b","1b","1b","1b","1b"
"123","2026-05-06 02:00:00",229,91,183,46,405.04,"1b","1b","1b","1b","1b"
"124","2026-05-06 03:00:00",260,91,215,46,397.03,"1b","1b","1b","1b","1b"
"125","2026-05-06 04:00:00",383,126,320,63,401.36,"1b","1b","1b","1b","1b"
"126","2026-05-06 05:00:00",380,120,320,60,397.35,"1b","1b","1b","1b","1b"
"127","2026-05-06 06:00:00",191,162,110,81,401.41,"1b","1b","1b","1b","1b"
"128","2026-05-06 07:00:00",536,236,418,118,401.44,"1b","1b","1b","1b","1b"
"129","2026-05-06 08:00:00",457,175,370,88,398.25,"1b","1b","1b","1b","1b"
"130","2026-05-06 09:00:00",717,191,621,96,388.94,"1b","1b","1b","1b","1b"
"131","2026-05-06 10:00:00",1281,467,1047,234,414.53,"1b","1b","1b","1b","1b"
"132","2026-05-06 11:00:00",647,259,518,130,413.86,"1b","1b","1b","1b","1b"
"133","2026-05-06 12:00:00",815,170,730,85,419.68,"1b","1b","1b","1b","1b"
"134","2026-05-06 13:00:00",662,149,587,74,402.16,"1b","1b","1b","1b","1b"
"135","2026-05-06 14:00:00",692,153,616,76,397.68,"1b","1b","1b","1b","1b"
"136","2026-05-06 15:00:00",878,179,789,90,397.9,"1b","1b","1b","1b","1b"
"137","2026-05-06 16:00:00",814,191,718,96,396.06,"1b","1b","1b","1b","1b"
"138","2026-05-06 17:00:00",573,182,482,91,386.86,"1b","1b","1b","1b","1b"
"139","2026-05-06 18:00:00",807,231,692,116,395.2,"1b","1b","1b","1b","1b"
"140","2026-05-06 19:00:00",748,267,614,134,387.58,"1b","1b","1b","1b","1b"
"141","2026-05-06 20:00:00",1021,271,885,136,397.76,"1b","1b","1b","1b","1b"
"142","2026-05-06 21:00:00",1005,240,885,120,394.94,"1b","1b","1b","1b","1b"
"143","2026-05-06 22:00:00",714,236,596,118,401.39,"1b","1b","1b","1b","1b"
"144","2026-05-06 23:00:00",829,263,697,132,398.71,"1b","1b","1b","1b","1b"
"145","2026-05-07 00:00:00",640,209,535,104,406.7,"1b","1b","1b","1b","1b"
"146","2026-05-07 01:00:00",629,194,532,97,403.15,"1b","1b","1b","1b","1b"
"147","2026-05-07 02:00:00",395,146,322,73,408.4,"1b","1b","1b","1b","1b"
"148","2026-05-07 03:00:00",343,111,288,56,404.45,"1b","1b","1b","1b","1b"
"149","2026-05-07 04:00:00",393,104,341,52,406.13,"1b","1b","1b","1b","1b"
"150","2026-05-07 05:00:00",419,119,360,60,402.24,"1b","1b","1b","1b","1b"
"151","2026-05-07 06:00:00",460,147,386,74,401.94,"1b","1b","1b","1b","1b"
"152","2026-05-07 07:00:00",669,197,570,98,395.21,"1b","1b","1b","1b","1b"
"153","2026-05-07 08:00:00",1176,281,1035,140,405.54,"1b","1b","1b","1b","1b"
"154","2026-05-07 09:00:00",886,294,739,147,422.71,"1b","1b","1b","1b","1b"
"155","2026-05-07 10:00:00",842,215,735,108,447.67,"1b","1b","1b","1b","1b"
"156","2026-05-07 11:00:00",790,177,701,88,447.29,"1b","1b","1b","1b","1b"
"157","2026-05-07 12:00:00",689,157,611,78,482.66,"1b","1b","1b","1b","1b"
"158","2026-05-07 13:00:00",753,153,677,76,465.63,"1b","1b","1b","1b","1b"
"159","2026-05-07 14:00:00",800,145,728,72,439.1,"1b","1b","1b","1b","1b"
"160","2026-05-07 15:00:00",930,170,845,85,409.75,"1b","1b","1b","1b","1b"
"161","2026-05-07 16:00:00",1087,179,997,90,402.49,"1b","1b","1b","1b","1b"
"162","2026-05-07 17:00:00",1255,220,1145,110,391.69,"1b","1b","1b","1b","1b"
"163","2026-05-07 18:00:00",1639,402,1438,201,394.41,"1b","1b","1b","1b","1b"
"164","2026-05-07 19:00:00",1581,387,1388,194,401.01,"1b","1b","1b","1b","1b"
"165","2026-05-07 20:00:00",2011,474,1774,237,396.58,"1b","1b","1b","1b","1b"
"166","2026-05-07 21:00:00",2422,506,2169,253,401.36,"1b","1b","1b","1b","1b"
"167","2026-05-07 22:00:00",2346,493,2100,246,414.65,"1b","1b","1b","1b","1b"
"168","2026-05-07 23:00:00",2047,403,1845,202,411.26,"1b","1b","1b","1b","1b"
"169","2026-05-08 00:00:00",1791,373,1604,186,420.39,"1b","1b","1b","1b","1b"
"170","2026-05-08 01:00:00",1963,403,1762,202,416.35,"1b","1b","1b","1b","1b"
"171","2026-05-08 02:00:00",1801,395,1603,198,432.66,"1b","1b","1b","1b","1b"
"172","2026-05-08 03:00:00",2022,381,1831,190,432.61,"1b","1b","1b","1b","1b"
"173","2026-05-08 04:00:00",1520,300,1370,150,440.1,"1b","1b","1b","1b","1b"
"174","2026-05-08 05:00:00",1607,305,1454,152,430.89,"1b","1b","1b","1b","1b"
"175","2026-05-08 06:00:00",1122,308,968,154,423.42,"1b","1b","1b","1b","1b"
"176","2026-05-08 07:00:00",1278,332,1112,166,408.83,"1b","1b","1b","1b","1b"
"177","2026-05-08 08:00:00",1272,297,1123,148,404.45,"1b","1b","1b","1b","1b"
"178","2026-05-08 09:00:00",1701,343,1530,172,404,"1b","1b","1b","1b","1b"
"179","2026-05-08 10:00:00",1617,335,1450,168,406.15,"1b","1b","1b","1b","1b"
"180","2026-05-08 11:00:00",1500,291,1355,146,408.8,"1b","1b","1b","1b","1b"
"181","2026-05-08 12:00:00",1262,215,1155,108,400.06,"1b","1b","1b","1b","1b"
"182","2026-05-08 13:00:00",1411,240,1291,120,389.32,"1b","1b","1b","1b","1b"
"183","2026-05-08 14:00:00",1578,279,1438,140,386.13,"1b","1b","1b","1b","1b"
"184","2026-05-08 15:00:00",1215,217,1107,108,420.68,"1b","1b","1b","1b","1b"
"185","2026-05-08 16:00:00",1548,272,1412,136,432.75,"1b","1b","1b","1b","1b"
"186","2026-05-08 17:00:00",2023,365,1840,182,413.8,"1b","1b","1b","1b","1b"
"187","2026-05-08 18:00:00",2038,374,1851,187,404.21,"1b","1b","1b","1b","1b"
"188","2026-05-08 19:00:00",2440,459,2211,230,397.42,"1b","1b","1b","1b","1b"
"189","2026-05-08 20:00:00",2610,538,2341,269,399.9,"1b","1b","1b","1b","1b"
"190","2026-05-08 21:00:00",2277,592,1981,296,396.92,"1b","1b","1b","1b","1b"
"191","2026-05-08 22:00:00",1307,309,1153,154,401.75,"1b","1b","1b","1b","1b"
"192","2026-05-08 23:00:00",1246,220,1136,110,404.91,"1b","1b","1b","1b","1b"
"193","2026-05-09 00:00:00",1437,249,1312,124,417.23,"1b","1b","1b","1b","1b"
"194","2026-05-09 01:00:00",2528,476,2290,238,423.64,"1b","1b","1b","1b","1b"
"195","2026-05-09 02:00:00",3004,620,2694,310,435.57,"1b","1b","1b","1b","1b"
"196","2026-05-09 03:00:00",4328,783,3936,392,437.73,"1b","1b","1b","1b","1b"
"197","2026-05-09 04:00:00",3680,863,3249,432,441.58,"1b","1b","1b","1b","1b"
"198","2026-05-09 05:00:00",2982,728,2618,364,436.22,"1b","1b","1b","1b","1b"
"199","2026-05-09 06:00:00",2628,621,2317,310,430.3,"1b","1b","1b","1b","1b"
"200","2026-05-09 07:00:00",2444,487,2200,244,411.97,"1b","1b","1b","1b","1b"
"201","2026-05-09 08:00:00",2158,386,1965,193,407.62,"1b","1b","1b","1b","1b"
"202","2026-05-09 09:00:00",1716,299,1566,150,395.28,"1b","1b","1b","1b","1b"
"203","2026-05-09 10:00:00",1529,236,1411,118,395.37,"1b","1b","1b","1b","1b"
"204","2026-05-09 11:00:00",1617,263,1485,132,390.31,"1b","1b","1b","1b","1b"
"205","2026-05-09 12:00:00",1492,239,1372,120,390.88,"1b","1b","1b","1b","1b"
"206","2026-05-09 13:00:00",1186,148,1112,74,383.81,"1b","1b","1b","1b","1b"
"207","2026-05-09 14:00:00",1215,161,1135,80,385.41,"1b","1b","1b","1b","1b"
"208","2026-05-09 15:00:00",1362,185,1270,92,379.16,"1b","1b","1b","1b","1b"
"209","2026-05-09 16:00:00",2294,400,2094,200,386.09,"1b","1b","1b","1b","1b"
"210","2026-05-09 17:00:00",3088,663,2757,332,389.71,"1b","1b","1b","1b","1b"
"211","2026-05-09 18:00:00",2689,593,2393,296,395.18,"1b","1b","1b","1b","1b"
"212","2026-05-09 19:00:00",2527,556,2249,278,392.82,"1b","1b","1b","1b","1b"
"213","2026-05-09 20:00:00",2669,777,2281,388,398.78,"1b","1b","1b","1b","1b"
"214","2026-05-09 21:00:00",1500,357,1321,178,394.31,"1b","1b","1b","1b","1b"
"215","2026-05-09 22:00:00",1145,292,999,146,406.38,"1b","1b","1b","1b","1b"
"216","2026-05-09 23:00:00",1171,255,1043,128,395.49,"1b","1b","1b","1b","1b"
"217","2026-05-10 00:00:00",698,128,634,64,402.48,"1b","1b","1b","1b","1b"
"218","2026-05-10 01:00:00",619,116,561,58,399.27,"1b","1b","1b","1b","1b"
"219","2026-05-10 02:00:00",322,96,274,48,402.44,"1b","1b","1b","1b","1b"
"220","2026-05-10 03:00:00",348,72,312,36,397.96,"1b","1b","1b","1b","1b"
"221","2026-05-10 04:00:00",383,56,355,28,400.22,"1b","1b","1b","1b","1b"
"222","2026-05-10 05:00:00",283,53,257,26,393.29,"1b","1b","1b","1b","1b"
"223","2026-05-10 06:00:00",349,55,322,28,400.38,"1b","1b","1b","1b","1b"
"224","2026-05-10 07:00:00",357,74,320,37,391.39,"1b","1b","1b","1b","1b"
"225","2026-05-10 08:00:00",321,93,274,46,394.35,"1b","1b","1b","1b","1b"
"226","2026-05-10 09:00:00",451,81,411,40,387.58,"1b","1b","1b","1b","1b"
"227","2026-05-10 10:00:00",422,83,381,42,391.77,"1b","1b","1b","1b","1b"
"228","2026-05-10 11:00:00",545,88,501,44,382.83,"1b","1b","1b","1b","1b"
"229","2026-05-10 12:00:00",492,108,438,54,386.98,"1b","1b","1b","1b","1b"
"230","2026-05-10 13:00:00",630,88,586,44,395.18,"1b","1b","1b","1b","1b"
"231","2026-05-10 14:00:00",648,98,599,49,384.54,"1b","1b","1b","1b","1b"
"232","2026-05-10 15:00:00",889,111,834,56,382.56,"1b","1b","1b","1b","1b"
"233","2026-05-10 16:00:00",848,132,782,66,388.73,"1b","1b","1b","1b","1b"
"234","2026-05-10 17:00:00",806,130,741,65,384.12,"1b","1b","1b","1b","1b"
"235","2026-05-10 18:00:00",769,133,703,66,390.86,"1b","1b","1b","1b","1b"
"236","2026-05-10 19:00:00",1026,186,933,93,394.86,"1b","1b","1b","1b","1b"
"237","2026-05-10 20:00:00",1473,344,1301,172,396.43,"1b","1b","1b","1b","1b"
"238","2026-05-10 21:00:00",1992,567,1709,284,402.41,"1b","1b","1b","1b","1b"
"239","2026-05-10 22:00:00",2338,541,2068,270,413.08,"1b","1b","1b","1b","1b"
"240","2026-05-10 23:00:00",1246,248,1122,124,407.08,"1b","1b","1b","1b","1b"
"241","2026-05-11 00:00:00",1164,226,1051,113,415.4,"1b","1b","1b","1b","1b"
"242","2026-05-11 01:00:00",866,146,793,73,412.78,"1b","1b","1b","1b","1b"
"243","2026-05-11 02:00:00",705,80,665,40,409.58,"1b","1b","1b","1b","1b"
"244","2026-05-11 03:00:00",749,68,715,34,407.46,"1b","1b","1b","1b","1b"
"245","2026-05-11 04:00:00",632,93,585,46,406.06,"1b","1b","1b","1b","1b"
"246","2026-05-11 05:00:00",790,197,692,98,401.46,"1b","1b","1b","1b","1b"
"247","2026-05-11 06:00:00",675,234,558,117,411.02,"1b","1b","1b","1b","1b"
"248","2026-05-11 07:00:00",897,239,778,120,395.49,"1b","1b","1b","1b","1b"
"249","2026-05-11 08:00:00",608,189,514,94,400.01,"1b","1b","1b","1b","1b"
"250","2026-05-11 09:00:00",771,236,653,118,394.46,"1b","1b","1b","1b","1b"
"251","2026-05-11 10:00:00",722,213,616,106,409.99,"1b","1b","1b","1b","1b"
"252","2026-05-11 11:00:00",618,156,540,78,396.98,"1b","1b","1b","1b","1b"
"253","2026-05-11 12:00:00",639,160,559,80,411.8,"1b","1b","1b","1b","1b"
"254","2026-05-11 13:00:00",611,194,514,97,414.83,"1b","1b","1b","1b","1b"
"255","2026-05-11 14:00:00",609,157,531,78,414.2,"1b","1b","1b","1b","1b"
"256","2026-05-11 15:00:00",801,143,730,72,413.18,"1b","1b","1b","1b","1b"
"257","2026-05-11 16:00:00",724,170,639,85,398.03,"1b","1b","1b","1b","1b"
"258","2026-05-11 17:00:00",859,162,778,81,392.25,"1b","1b","1b","1b","1b"
"259","2026-05-11 18:00:00",830,191,734,96,391.29,"1b","1b","1b","1b","1b"
"260","2026-05-11 19:00:00",1495,335,1327,168,399.81,"1b","1b","1b","1b","1b"
"261","2026-05-11 20:00:00",1761,565,1479,282,399,"1b","1b","1b","1b","1b"
"262","2026-05-11 21:00:00",1323,425,1111,212,400.77,"1b","1b","1b","1b","1b"
"263","2026-05-11 22:00:00",1280,344,1108,172,406.57,"1b","1b","1b","1b","1b"
"264","2026-05-11 23:00:00",1950,639,1630,320,411.07,"1b","1b","1b","1b","1b"
"265","2026-05-12 00:00:00",1209,334,1042,167,416.54,"1b","1b","1b","1b","1b"
"266","2026-05-12 01:00:00",1313,281,1172,140,419.12,"1b","1b","1b","1b","1b"
"267","2026-05-12 02:00:00",1148,290,1003,145,418.51,"1b","1b","1b","1b","1b"
"268","2026-05-12 03:00:00",1033,189,938,94,422.49,"1b","1b","1b","1b","1b"
"269","2026-05-12 04:00:00",940,172,854,86,421.78,"1b","1b","1b","1b","1b"
"270","2026-05-12 05:00:00",1111,225,998,112,423.22,"1b","1b","1b","1b","1b"
"271","2026-05-12 06:00:00",1059,252,933,126,412.21,"1b","1b","1b","1b","1b"
"272","2026-05-12 07:00:00",908,231,792,116,407.78,"1b","1b","1b","1b","1b"
"273","2026-05-12 08:00:00",892,198,793,99,410.66,"1b","1b","1b","1b","1b"
"274","2026-05-12 09:00:00",749,175,661,88,427.75,"1b","1b","1b","1b","1b"
"275","2026-05-12 10:00:00",808,208,704,104,446.57,"1b","1b","1b","1b","1b"
"276","2026-05-12 11:00:00",1011,211,906,106,434.78,"1b","1b","1b","1b","1b"
"277","2026-05-12 12:00:00",946,196,848,98,437.88,"1b","1b","1b","1b","1b"
"278","2026-05-12 13:00:00",1003,180,913,90,432.99,"1b","1b","1b","1b","1b"
"279","2026-05-12 14:00:00",712,164,630,82,431.78,"1b","1b","1b","1b","1b"
"280","2026-05-12 15:00:00",1206,150,1131,75,426.05,"1b","1b","1b","1b","1b"
"281","2026-05-12 16:00:00",773,121,712,60,415.89,"1b","1b","1b","1b","1b"
"282","2026-05-12 17:00:00",785,182,694,91,397.54,"1b","1b","1b","1b","1b"
"283","2026-05-12 18:00:00",788,201,687,100,392.66,"1b","1b","1b","1b","1b"
"284","2026-05-12 19:00:00",1123,229,1009,114,400.51,"1b","1b","1b","1b","1b"
"285","2026-05-12 20:00:00",1624,460,1394,230,410.18,"1b","1b","1b","1b","1b"
"286","2026-05-12 21:00:00",1668,528,1404,264,407.55,"1b","1b","1b","1b","1b"
"287","2026-05-12 22:00:00",1053,238,934,119,408.65,"1b","1b","1b","1b","1b"
"288","2026-05-12 23:00:00",929,164,847,82,406.68,"1b","1b","1b","1b","1b"
"289","2026-05-13 00:00:00",893,131,828,66,406.72,"1b","1b","1b","1b","1b"
"290","2026-05-13 01:00:00",1033,129,968,64,408.94,"1b","1b","1b","1b","1b"
"291","2026-05-13 02:00:00",947,127,883,64,409.94,"1b","1b","1b","1b","1b"
"292","2026-05-13 03:00:00",876,133,810,66,412.62,"1b","1b","1b","1b","1b"
"293","2026-05-13 04:00:00",753,114,696,57,403.66,"1b","1b","1b","1b","1b"
"294","2026-05-13 05:00:00",608,104,556,52,403.12,"1b","1b","1b","1b","1b"
"295","2026-05-13 06:00:00",813,181,723,90,407.18,"1b","1b","1b","1b","1b"
"296","2026-05-13 07:00:00",878,208,774,104,397.47,"1b","1b","1b","1b","1b"
"297","2026-05-13 08:00:00",663,168,579,84,391.27,"1b","1b","1b","1b","1b"
"298","2026-05-13 09:00:00",754,159,674,80,397.26,"1b","1b","1b","1b","1b"
"299","2026-05-13 10:00:00",675,160,595,80,408.6,"1b","1b","1b","1b","1b"
